"key","item_type","item_name","generic","class","source_file","ownership","intended_package","current_status","direct_callers","transitive_callers","tests","documentation","known_downstream_callers","lifecycle_action","target_release","protected_call_graph"
"export:filter.cells.by.criteria","export","filter.cells.by.criteria","","","R/gradient_basin_utilities.R","PROTECTED","gflow","public-export","none","none","none","man/filter.cells.by.criteria.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:filter.cells.by.vertex.count","export","filter.cells.by.vertex.count","","","R/gradient_basin_utilities.R","PROTECTED","gflow","public-export","none","none","none","man/filter.cells.by.vertex.count.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:find.critical.points","export","find.critical.points","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","compute.morse.smale.cells1;create.morse.smale.complex","compute.morse.smale.cells1;create.morse.smale.complex","none","man/find.critical.points.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:find.gflow.basins","export","find.gflow.basins","","","R/gflow_basins.R","PROTECTED","gflow","public-export","none","none","none","man/find.gflow.basins.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:find.local.extrema","export","find.local.extrema","","","R/gflow_basins.R","PROTECTED","gflow","public-export","none","none","none","man/find.local.extrema.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:find.longest.true.stretch","export","find.longest.true.stretch","","","R/graph_MS_cx.R","PROTECTED","gflow","public-export","morse.smale.graph.persistence","morse.smale.graph.persistence;test.graph.MS.cx.on.synth.cloud.data","none","man/find.longest.true.stretch.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:find.shortest.paths.within.radius","export","find.shortest.paths.within.radius","","","R/find_shortest_paths_within_radius.R","DGRAPHS","dgraphs","public-export","none","none","none","man/find.shortest.paths.within.radius.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:fit.rho.randomwalk","export","fit.rho.randomwalk","","","R/fit_rho_randomwalk.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/fit.rho.randomwalk.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:fit.trajectory.smooth.splines","export","fit.trajectory.smooth.splines","","","R/gfc_flow.R","PROTECTED","gflow","public-export","none","none","none","man/fit.trajectory.smooth.splines.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:frechet.distance.discrete.cost","export","frechet.distance.discrete.cost","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","traj.frechet.distance.graph;trajectory.dist","traj.frechet.distance.graph;trajectory.dist","none","man/frechet.distance.discrete.cost.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:function.contours.plot","export","function.contours.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","morse.analysis.plot;morse.smale.complex.plot;morse.smale.complex.plot.from.critical;plot.morse.smale.trajectories.from.point","morse.analysis.plot;morse.smale.complex.plot;morse.smale.complex.plot.from.critical;plot.morse.smale.trajectories.from.point","none","man/function.contours.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:gdensity","export","gdensity","","","R/density.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/gdensity.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:generate.graph.gaussian.mixture","export","generate.graph.gaussian.mixture","","","R/graph_utils.R","DGRAPHS","dgraphs","public-export","none","none","none","man/generate.graph.gaussian.mixture.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:generate.refinement.report","export","generate.refinement.report","","","R/compute_gfc.R","PROTECTED","gflow","public-export","none","none","none","man/generate.refinement.report.Rd","vaginal_community_trajectory_types-coordination:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types-w1-audit:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types-w1:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types-w2:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types-w3-audit:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types-w3:docs/community_typing_parallel_development_plan.md:228;vaginal_community_trajectory_types:docs/community_typing_parallel_development_plan.md:228","PROTECT","outside-cleanup-scope","yes"
"export:generate.star.dataset","export","generate.star.dataset","","","R/graph_generators.R","EXAMPLE","tests-or-external-examples","public-export","none","none","none","man/generate.star.dataset.Rd","none","DEEXPORT-THEN-MOVE","phase-5","no"
"export:get.basin","export","get.basin","","","R/gfc_flow.R","PROTECTED","gflow","public-export","basin.feature.carriers;basin.vertices;get.harmonic.repair.vertices","basin.feature.carriers;basin.vertices;get.harmonic.repair.vertices","tests/testthat/test-basin-complex-phase-b.R;tests/testthat/test-basin-complex-plateau-flow.R","man/get.basin.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.assignment","export","get.basin.assignment","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R","man/get.basin.assignment.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.cells","export","get.basin.cells","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R","man/get.basin.cells.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.membership","export","get.basin.membership","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R","man/get.basin.membership.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.merge.tree","export","get.basin.merge.tree","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R","man/get.basin.merge.tree.Rd","vaginal_community_trajectory_types:docs/eod_w2_w3_phase0_contracts_2026-07-25.md:427","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.table","export","get.basin.table","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R","man/get.basin.table.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.basin.trajectory.forest","export","get.basin.trajectory.forest","","","R/basin_complex.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-basin-complex-phase-b.R;tests/testthat/test-basin-complex-plateau-flow.R","man/get.basin.trajectory.forest.Rd","vaginal_community_trajectory_types:docs/eod_w2_w3_phase0_contracts_2026-07-25.md:397","PROTECT","outside-cleanup-scope","yes"
"export:get.nbrs","export","get.nbrs","","","R/extrema_utils.R","PROTECTED","gflow","public-export","none","none","none","man/get.nbrs.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:get.path.data","export","get.path.data","","","R/centered_paths.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/get.path.data.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:get.sphere.degree.props","export","get.sphere.degree.props","","","R/graph_utils.R","DGRAPHS","dgraphs","public-export","none","none","none","man/get.sphere.degree.props.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:get.TN.S1.degree.props","export","get.TN.S1.degree.props","","","R/graph_utils.R","DGRAPHS","dgraphs","public-export","none","none","none","man/get.TN.S1.degree.props.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:get.torus.degree.props","export","get.torus.degree.props","","","R/graph_utils.R","DGRAPHS","dgraphs","public-export","none","none","none","man/get.torus.degree.props.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:gfassoc.deviation","export","gfassoc.deviation","","","R/gfassoc_utils.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/gfassoc.deviation.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:gfassoc.membership","export","gfassoc.membership","","","R/gfassoc_utils.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/gfassoc.membership.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:gfassoc.overlap","export","gfassoc.overlap","","","R/gfassoc_utils.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/gfassoc.overlap.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:gfassoc.polarity","export","gfassoc.polarity","","","R/gfassoc_utils.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/gfassoc.polarity.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:gfcor","export","gfcor","","","R/gfcor.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/gfcor.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:ggraph","export","ggraph","","","R/graphics.R","DGRAPHS","dgraphs","public-export","plot.gaussian_mixture_data;plot.graphMScx","plot.gaussian_mixture_data;plot.graphMScx","none","man/ggraph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:gradient.trajectories.plot","export","gradient.trajectories.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/gradient.trajectories.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:gradient.trajectory.plot","export","gradient.trajectory.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","morse.analysis.plot","morse.analysis.plot","none","man/gradient.trajectory.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:graph.cltr.imputation","export","graph.cltr.imputation","","","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","tests/testthat/test-graph-cltr-imputation.R","man/graph.cltr.imputation.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:graph.constrained.gradient.flow.trajectories","export","graph.constrained.gradient.flow.trajectories","","","R/graph_MS_cx.R","PROTECTED","gflow","public-export","none","none","none","man/graph.constrained.gradient.flow.trajectories.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:graph.metric.precompute","export","graph.metric.precompute","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","none","none","none","man/graph.metric.precompute.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:grid.critical.points.plot","export","grid.critical.points.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","morse.analysis.plot","morse.analysis.plot","none","man/grid.critical.points.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:hausdorff.distance.cost","export","hausdorff.distance.cost","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","trajectory.dist","trajectory.dist","none","man/hausdorff.distance.cost.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:hclust.select.k","export","hclust.select.k","","","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/hclust.select.k.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:hdbscan.cltr","export","hdbscan.cltr","","","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","show.tx","show.tx","none","man/hdbscan.cltr.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:itriangle.plot","export","itriangle.plot","","","R/graphics.R","DGRAPHS","dgraphs","public-export","none","none","none","man/itriangle.plot.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:kNN.cltr.imputation","export","kNN.cltr.imputation","","","R/clustering.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","hdbscan.cltr;show.tx","hdbscan.cltr;show.tx","none","man/kNN.cltr.imputation.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:label.extrema.3d","export","label.extrema.3d","","","R/extrema_utils.R","PROTECTED","gflow","public-export","none","none","none","man/label.extrema.3d.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:label.extrema.leaders.3d","export","label.extrema.leaders.3d","","","R/extrema_utils.R","PROTECTED","gflow","public-export","none","none","tests/testthat/test-label-extrema-leaders-3d.R","man/label.extrema.leaders.3d.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:label.extremality.3d","export","label.extremality.3d","","","R/extremality_utils.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/label.extremality.3d.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:lcor","export","lcor","","","R/lcor.R","CORE-ASSOCIATION","gflow","public-export","lcor.with.posterior.R;permutation.test.lcor","lcor.with.posterior;lcor.with.posterior.R;permutation.test.lcor","tests/testthat/test-lcor-hop-radius.R;tests/testthat/test-phase2-smoothing-boundary.R;tests/testthat/test-phase3-association-api.R","man/lcor.Rd","cell_cycle:R/run_notch_lcor_winner_grid.R:214;cell_cycle:R/run_notch_lcor_winner_grid.R:225;cell_cycle:R/run_notch_lcor_winner_grid.R:236;cell_cycle:R/run_notch_lcor_winner_grid.R:247;cell_cycle:R/run_notch_vs_cellcycle_lcor_winner_grid.R:345;cell_cycle:R/run_notch_vs_cellcycle_lcor_winner_grid.R:357;cell_cycle:R/run_notch_vs_cellcycle_lcor_winner_grid.R:369;cell_cycle:R/run_notch_vs_cellcycle_lcor_winner_grid.R:381;cell_cycle:R/run_notch_vs_cellcycle_lcor_winner_grid.R:393","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:lcor.with.posterior","export","lcor.with.posterior","","","R/lcor_with_posterior.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase2-smoothing-boundary.R;tests/testthat/test-phase3-association-api.R","man/lcor.with.posterior.Rd","gflowx:R/lcor_rdgraph_posterior.R:15;gflowx:R/lcor_rdgraph_posterior.R:20;gflowx:R/lcor_rdgraph_posterior.R:5","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:lcss.eps.auto.graph","export","lcss.eps.auto.graph","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","lcss.eps.auto.matchrate.graph","lcss.eps.auto.matchrate.graph;trajectory.dist","none","man/lcss.eps.auto.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:lcss.eps.auto.matchrate.graph","export","lcss.eps.auto.matchrate.graph","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","trajectory.dist","trajectory.dist","none","man/lcss.eps.auto.matchrate.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:lcss.length.cost","export","lcss.length.cost","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","traj.lcss.distance.graph;trajectory.dist","traj.lcss.distance.graph;trajectory.dist","none","man/lcss.length.cost.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:lslope","export","lslope","","","R/lslope.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase2-smoothing-boundary.R;tests/testthat/test-phase3-association-api.R","man/lslope.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:lslope.neighborhood","export","lslope.neighborhood","","","R/lslope.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/lslope.neighborhood.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:map.values.to.palette","export","map.values.to.palette","","","R/utils.R","CORE-PRIVATE","gflow-internal-or-specialist-package","public-export","none","none","none","man/map.values.to.palette.Rd","none","REVIEW-AND-DEEXPORT","phase-5-or-6","no"
"export:maxp","export","maxp","","","R/pextrema.R","PROTECTED","gflow","public-export","none","none","none","man/maxp.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:minp","export","minp","","","R/pextrema.R","PROTECTED","gflow","public-export","none","none","none","man/minp.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:morse.analysis.plot","export","morse.analysis.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/morse.analysis.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:morse.smale.cells.plot","export","morse.smale.cells.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/morse.smale.cells.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:morse.smale.complex.lmin.lmax.summary","export","morse.smale.complex.lmin.lmax.summary","","","R/graph_MS_cx.R","PROTECTED","gflow","public-export","none","none","none","man/morse.smale.complex.lmin.lmax.summary.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:morse.smale.complex.plot","export","morse.smale.complex.plot","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/morse.smale.complex.plot.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:morse.smale.complex.plot.from.critical","export","morse.smale.complex.plot.from.critical","","","R/2d_smooth_morse_smale.R","PROTECTED","gflow","public-export","none","none","none","man/morse.smale.complex.plot.from.critical.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:o.inv.fn","export","o.inv.fn","","","R/geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/o.inv.fn.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:parameterize.circular.graph","export","parameterize.circular.graph","","","R/parameterize_circular_graph.R","CORE-ANALYSIS","gflow","public-export","none","none","none","man/parameterize.circular.graph.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:partition.graph","export","partition.graph","","","R/partition_graph.R","DGRAPHS","dgraphs","public-export","none","none","none","man/partition.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:permutation.test.lcor","export","permutation.test.lcor","","","R/permutation_test_lcor.R","CORE-ASSOCIATION","gflow","public-export","none","none","tests/testthat/test-phase3-association-api.R","man/permutation.test.lcor.Rd","none","KEEP-AND-CONSOLIDATE","cleanup-release","no"
"export:phate","export","phate","","","R/phate_core.R","DGRAPHS","dgraphs","public-export","none","none","tests/testthat/test-diffusion-pseudotime-sparse.R;tests/testthat/test-distance-graph-helpers.R;tests/testthat/test-phate-core-embed.R;tests/testthat/test-phate-phase1-python-kernel.R;tests/testthat/test-phate-phase2-diffusion-potential.R;tests/testthat/test-phate-phase3-mds-parity.R;tests/testthat/test-phate-phase5-embedding-distance-boundary.R;tests/testthat/test-phate-phase6-python-parity-suite.R","man/phate.Rd","ZB:analysis/workflows/chm_gateway/135-phate_3d_sptb_embeddings.R:501;ZB:analysis/workflows/chm_gateway/136-valencia_phate3d_cst_embeddings.R:137","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:phate.core","export","phate.core","","","R/phate_core.R","DGRAPHS","dgraphs","public-export","phate","phate","tests/testthat/test-diffusion-pseudotime-sparse.R;tests/testthat/test-phate-core-embed.R;tests/testthat/test-phate-phase1-python-kernel.R;tests/testthat/test-phate-phase2-diffusion-potential.R;tests/testthat/test-phate-phase6-python-parity-suite.R","man/phate.core.Rd","graph_modularity:scripts/prototype_metric_clustering_tier1.R:349;graph_modularity:scripts/prototype_metric_clustering_tier1.R:48;graph_modularity:scripts/run_metric_clustering_tier1.R:39;graph_modularity:scripts/run_metric_clustering_tier1.R:570","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:phate.embed","export","phate.embed","","","R/phate_core.R","DGRAPHS","dgraphs","public-export","phate","phate","tests/testthat/test-phate-core-embed.R;tests/testthat/test-phate-phase3-mds-parity.R;tests/testthat/test-phate-phase5-embedding-distance-boundary.R;tests/testthat/test-phate-phase6-python-parity-suite.R","man/phate.embed.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:plot3D.cltrs.widget","export","plot3D.cltrs.widget","","","R/plot_utils.R","CORE-ANALYSIS","gflow","public-export","plot3D.cltrs.html","plot3D.cltrs.html","tests/testthat/test-phase4-support-boundary.R;tests/testthat/test-plot3d-widget-aliases.R","man/plot3D.cltrs.widget.Rd","gflowx:R/iknn_graph_response_pipeline.R:43","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:plot3D.cont.widget","export","plot3D.cont.widget","","","R/plot_utils.R","CORE-ANALYSIS","gflow","public-export","plot3D.cont.html","plot3D.cont.html","tests/testthat/test-phase4-support-boundary.R;tests/testthat/test-plot3d-widget-aliases.R","man/plot3D.cont.widget.Rd","gflowx:R/iknn_graph_response_pipeline.R:46","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:plot3D.graph","export","plot3D.graph","","","R/graphics.R","DGRAPHS","dgraphs","public-export","plot.gaussian_mixture_data","plot.gaussian_mixture_data","none","man/plot3D.graph.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:plot3D.plain.widget","export","plot3D.plain.widget","","","R/plot_utils.R","CORE-ANALYSIS","gflow","public-export","plot3D.plain.html","plot3D.plain.html","tests/testthat/test-phase4-support-boundary.R;tests/testthat/test-plot3d-widget-aliases.R","man/plot3D.plain.widget.Rd","gflowx:R/iknn_graph_response_pipeline.R:41","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:point.dist.matrix","export","point.dist.matrix","","","R/trajectory_distances.R","DGRAPHS","dgraphs","public-export","trajectory.dist","trajectory.dist","none","man/point.dist.matrix.Rd","none","REVIEW-DEEXPORT-OR-ADAPTER","phase-5-or-6","no"
"export:prof.fn","export","prof.fn","","","R/annotation.R","PROTECTED","gflow","public-export","create.lmin.lmax.labels;create.taxonomic.labels;create.vertex.labels","create.lmin.lmax.labels;create.taxonomic.labels;create.vertex.labels;morse.smale.complex.lmin.lmax.summary","none","man/prof.fn.Rd","none","PROTECT","outside-cleanup-scope","yes"
"export:quadform.delaunay.geodesic.distances","export","quadform.delaunay.geodesic.distances","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","quadform.sample.dataset","quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.delaunay.geodesic.distances.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:114;geodesic_data_geometry:experiments/quadform-benchmarks/quadform-3d-delaunay-oracle-stress-test/run_quadform_3d_delaunay_oracle_stress_test.R:179;geodesic_data_geometry:experiments/quadform-benchmarks/quadform-3d-delaunay-reference/run_quadform_3d_delaunay_reference_report.R:110","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.edge.length","export","quadform.edge.length","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","quadform.reference.geodesics","quadform.reference.geodesics;quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.edge.length.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:75","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.edge.lengths","export","quadform.edge.lengths","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export",".quadform.highdim.reference.geodesics;.quadform.repair.highdim.reference.mst;quadform.delaunay.geodesic.distances",".quadform.highdim.reference.geodesics;.quadform.repair.highdim.reference.mst;quadform.delaunay.geodesic.distances;quadform.experimental.local.reference.geodesics;quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.edge.lengths.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:76;geosmooth:tests/migration/test-graph-trend-filtering-gflow-fixtures.R:22;grip:dev/quadforms/quadform_gflow_graph_constructor_notes.md:339;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_2026-06-05.md:100;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_2026-06-05.md:156;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_audit_2026-06-05.md:175;trend_filtering:development/package_split_audit/dg10bcd_geosmooth_gflow_bridge_fixture_cleanup_handoff_2026-06-05.md:64","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.embed","export","quadform.embed","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export",".quadform.default.oracle.tube.radius;.quadform.highdim.reference.geodesics;quadform.delaunay.geodesic.distances;quadform.sample.dataset",".quadform.default.oracle.tube.radius;.quadform.highdim.reference.geodesics;quadform.delaunay.geodesic.distances;quadform.experimental.local.reference.geodesics;quadform.grid.geodesic.distances;quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.embed.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:72;geodesicMDS:experiments/quadform-initialization-timing/run_quadform_initialization_timing.R:80;geosmooth:tests/migration/test-graph-trend-filtering-gflow-fixtures.R:21;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_2026-06-05.md:100;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_2026-06-05.md:156;trend_filtering:development/package_split_audit/dg10a_geosmooth_gflow_reference_inventory_handoff_audit_2026-06-05.md:175;trend_filtering:development/package_split_audit/dg10bcd_geosmooth_gflow_bridge_fixture_cleanup_handoff_2026-06-05.md:64","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.experimental.local.reference.geodesics","export","quadform.experimental.local.reference.geodesics","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","quadform.sample.dataset","quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.experimental.local.reference.geodesics.Rd","none","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.gradient","export","quadform.gradient","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","quadform.metric","quadform.metric","tests/testthat/test-quadform-geodesics.R","man/quadform.gradient.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:73","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.grid.geodesic.calibration","export","quadform.grid.geodesic.calibration","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","tests/testthat/test-quadform-geodesics.R","man/quadform.grid.geodesic.calibration.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:79","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.grid.geodesic.distances","export","quadform.grid.geodesic.distances","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","tests/testthat/test-quadform-geodesics.R","man/quadform.grid.geodesic.distances.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:78","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.metric","export","quadform.metric","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","none","none","tests/testthat/test-quadform-geodesics.R","man/quadform.metric.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:74","KEEP-PENDING-S3-REVIEW","phase-6","no"
"export:quadform.reference.geodesics","export","quadform.reference.geodesics","","","R/quadform_geodesics.R","CORE-ANALYSIS","gflow","public-export","quadform.sample.dataset","quadform.sample.dataset","tests/testthat/test-quadform-geodesics.R","man/quadform.reference.geodesics.Rd","geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/gflowui_quadform_benchmark_explorer_brief.md:127;geodesic_data_geometry:experiments/geodesic-distance-estimation/notes/quadform_4d_reference_oracle_brief.md:77","KEEP-PENDING-S3-REVIEW","phase-6","no"
